0,0,0,0
1.6499784,0.440467298,0.58294493,0.368324131
0.842661202,0.576305866,0.132234365,0.736648262
0.699349105,1.60464203,0.589212298,1.10497236
2.05998516,1.83528459,0.215232849,1.47329652
0.34085235,0.826947689,0.380742788,1.84162068
0.502685308,1.19578612,0.0412219167,2.20994473
0.0260333419,1.63948345,0.510908008,2.57826877
1.75360858,1.19322467,0.0175435841,2.94659305
1.5171982,0.422030926,0.761415124,3.31491709
0.5785743,1.28097105,0.230095863,3.68324137
0.24491106,1.06715536,0.040260464,4.05156517
0.0214597583,1.14062834,0.661710322,4.41988945
0.7124964,1.20989585,0.275616974,4.78821373
0.58698374,1.58525205,0.785930514,5.15653753
0.127551436,1.16425967,0.560468912,5.52486181
0.531699419,1.0968821,0.33245936,5.89318609
0.538448095,0.108611107,0.918586373,6.2615099
0.448767275,0.0504646301,0.525570035,6.62983418
0.437974185,0.406739235,0.0930767208,6.99815845
0.345980108,0.933999062,0.523383856,7.36648273
0.131685317,1.42623329,0.420483083,7.73480654
0.0474305749,1.59343958,0.959338725,8.10313034
0.399210542,1.08227634,0.832643569,8.47145462
1.1456151,0.397239685,1.58504653,8.8397789
2.36360145,1.29873443,1.44392562,9.20810318
0.371255577,2.20617247,2.06952572,9.57642746
1.80790806,1.44473505,1.10953915,9.94475174
1.08557034,1.56231499,1.63936269,10.3130751
1.13812923,0.80009079,0.447209001,10.6813993
0.375198245,0.0823909044,1.18264198,11.0497236
1.50219226,2.56534958,0.126212955,11.4180479
1.72088134,3.16069269,0.234645367,11.7863722
5.58612871,1.11134744,2.69263244,12.1546965
9.34592915,3.39547205,3.22093296,12.5230198
3.13374782,4.5682354,3.37188101,12.8913441
0.708750725,1.53794289,0.183326185,13.2596684
0.411796808,2.07597637,1.21462142,13.6279926
0.512428045,0.743080616,2.58419657,13.9963169
1.62420273,0.346195579,1.70495701,14.3646412
0.492941141,0.53500104,0.283027709,14.7329655
0.701943517,0.30994606,0.304540098,15.1012888
0.47515583,0.292448282,1.23434198,15.4696131
0.547229588,0.535163879,0.730200708,15.8379374
1.38790119,1.27750015,0.865454793,16.2062607
1.063061,1.17480314,0.999412179,16.574585
0.0476212502,0.0172591209,0.852429032,16.9429092
6.26655102,1.52093697,1.40352917,17.3112335
1.91685176,1.1752367,0.606255054,17.6795578
0.717535973,1.228773,0.645326793,18.0478821
2.0592947,2.62979221,0.357183933,18.4162064
1.39764285,4.77798223,0.767900944,18.7845306
6.76525545,1.92435551,0.839988708,19.1528549
2.32254648,1.98979306,0.272316724,19.5211792
1.67345119,1.6388092,0.384198785,19.8895035
0.691096842,2.48470354,1.36858559,20.2578278
1.24372911,0.166661859,1.2499547,20.6261501
2.61724234,1.59522176,0.863752484,20.9944744
0.121431708,1.56097889,0.40297088,21.3627987
2.18071938,0.29893446,0.569054067,21.731123
0.856757045,1.35630715,0.194985569,22.0994473
1.34977961,1.78521001,0.823053062,22.4677715
8.78604126,4.08145094,0.308371395,22.8360958
6.92694426,0.844694614,0.685323179,23.2044201
4.05303764,3.9438796,0.381266028,23.5727444
3.1489315,0.256015539,0.66593802,23.9410686
1.03732491,2.45936537,0.979622841,24.3093929
11.5443764,2.69296694,1.51451588,24.6777172
8.45868492,0.940524578,1.62965631,25.0460396
1.46772051,1.13247752,0.588171899,25.4143639
3.25928783,0.309828758,0.903062522,25.7826881
0.874263406,0.343549967,0.661720693,26.1510124
1.29163432,0.194910526,0.455221713,26.5193367
0.122335672,0.932192087,0.0414571464,26.887661
0.549879611,0.426032186,0.436357141,27.2559853
0.783105493,1.71820188,0.505593419,27.6243095
0.12859869,0.272310972,0.237671584,27.9926338
1.79742253,0.576860428,0.810350299,28.3609581
1.19126689,0.603405356,0.348856717,28.7292824
0.302265227,1.49082994,0.091619283,29.0976067
1.53003168,0.236506701,0.532709002,29.4659309
0.293002486,0.579778671,0.460925758,29.8342533
0.627972007,0.323320866,0.181307495,30.2025776
0.957852781,0.483699322,0.0559468865,30.5709019
1.54682994,0.227869034,0.208460748,30.9392262
1.17778325,2.29053473,0.791959345,31.3075504
0.471104801,1.62408924,0.48636964,31.6758747
0.323087662,0.735224009,0.384400576,32.0441971
1.33813536,0.798378944,0.046920985,32.4125214
0.39977628,1.09767032,0.295003474,32.7808456
1.35322809,0.314222574,0.446509629,33.1491699
2.54450154,1.07373786,0.105998218,33.5174942
0.916634083,1.72670031,0.749815583,33.8858185
0.157323599,1.47071791,0.0578308105,34.2541428
2.52335787,2.81786561,1.22825539,34.622467
1.83548605,1.09466946,1.33959925,34.9907913
2.10625005,0.0136537552,0.709492028,35.3591156
1.60598648,1.45917273,1.27168,35.7274399
2.62693,0.0955400467,0.572201133,36.0957642
0.289850324,0.000707387924,0.304450989,36.4640884
1.04616189,0.0838963985,0.23930338,36.8324127
2.74794292,0.496348381,0.190567613,37.200737
0.207117081,0.463259697,0.873611331,37.5690613
1.50007033,2.31905746,1.01043916,37.9373856
0.94474411,1.67563057,0.705659449,38.3057098
0.321295917,0.486918807,0.131076068,38.6740341
0.0884580016,1.14336514,0.559673071,39.0423584
1.86837077,0.268770158,0.111807048,39.4106827
0.0801526308,2.08081388,0.601196647,39.779007
0.172209203,0.423967719,0.010638237,40.1473312
0.227009594,0.619284272,0.094603017,40.5156555
2.13030624,0.395075858,0.407482326,40.8839798
1.00276458,0.743540287,0.440261841,41.2523003
1.24321568,0.52257216,0.918278515,41.6206245
0.320529819,0.262982368,0.271794438,41.9889488
0.238852262,0.190348506,0.677368164,42.3572731
0.0712636709,0.256973743,0.0101106763,42.7255974
0.68372494,0.0306997299,0.863613844,43.0939217
1.50977111,0.0610793829,0.788875937,43.4622459
